Time,sumaTodos
2021-04-25 13:00:00,87605
2021-04-25 13:30:00,89929
2021-04-25 14:00:00,91281
2021-04-25 14:30:00,90281
2021-04-25 15:00:00,90892
2021-04-25 15:30:00,89824
2021-04-25 16:00:00,89905
2021-04-25 16:30:00,89808
2021-04-25 17:00:00,90813
2021-04-25 17:30:00,89910
2021-04-25 18:00:00,90798
2021-04-25 18:30:00,87334
2021-04-25 19:00:00,90414
2021-04-25 19:30:00,88315
2021-04-25 20:00:00,90400
2021-04-25 20:30:00,89761
2021-04-25 21:00:00,88892
2021-04-25 21:30:00,88345
2021-04-25 22:00:00,88382
2021-04-25 22:30:00,87334
2021-04-25 23:00:00,86965
2021-04-25 23:30:00,88315
2021-04-26 00:00:00,89899
2021-04-26 00:30:00,87802
2021-04-26 01:00:00,87758
2021-04-26 01:30:00,87541
2021-04-26 02:00:00,85897
2021-04-26 02:30:00,89163
2021-04-26 03:00:00,90881
2021-04-26 03:30:00,89568
2021-04-26 04:00:00,89256
2021-04-26 04:30:00,89896
2021-04-26 05:00:00,91880
2021-04-26 05:30:00,90475
2021-04-26 06:00:00,89075
2021-04-26 06:30:00,90385
2021-04-26 07:00:00,90114
2021-04-26 07:30:00,94236
2021-04-26 08:00:00,90597
2021-04-26 08:30:00,91876
2021-04-26 09:00:00,89143
2021-04-26 09:30:00,89271
2021-04-26 10:00:00,92392
2021-04-26 10:30:00,88931
2021-04-26 11:00:00,88899
2021-04-26 11:30:00,88260
2021-04-26 12:00:00,86594
2021-04-26 12:30:00,90444
2021-04-26 13:00:00,91612
2021-04-26 13:30:00,91108
2021-04-26 14:00:00,92077
2021-04-26 14:30:00,91857
2021-04-26 15:00:00,88119
2021-04-26 15:30:00,92791
2021-04-26 16:00:00,91442
2021-04-26 16:30:00,94131
2021-04-26 17:00:00,91862
2021-04-26 17:30:00,91808
2021-04-26 18:00:00,91096
2021-04-26 18:30:00,89260
2021-04-26 19:00:00,89400
2021-04-26 19:30:00,90533
2021-04-26 20:00:00,87203
2021-04-26 20:30:00,89027
2021-04-26 21:00:00,87446
2021-04-26 21:30:00,87966
2021-04-26 22:00:00,88783
2021-04-26 22:30:00,88717
2021-04-26 23:00:00,87550
2021-04-26 23:30:00,88655
2021-04-27 00:00:00,90338
2021-04-27 00:30:00,87448
2021-04-27 01:00:00,91023
2021-04-27 01:30:00,86476
2021-04-27 02:00:00,88283
2021-04-27 02:30:00,89722
2021-04-27 03:00:00,91062
2021-04-27 03:30:00,89905
2021-04-27 04:00:00,92954
2021-04-27 04:30:00,91755
2021-04-27 05:00:00,92565
2021-04-27 05:30:00,92104
2021-04-27 06:00:00,90936
2021-04-27 06:30:00,91616
2021-04-27 07:00:00,93957
2021-04-27 07:30:00,93624
2021-04-27 08:00:00,94891
2021-04-27 08:30:00,93554
2021-04-27 09:00:00,93118
2021-04-27 09:30:00,91318
2021-04-27 10:00:00,90987
2021-04-27 10:30:00,90164
2021-04-27 11:00:00,91863
2021-04-27 11:30:00,88687
2021-04-27 12:00:00,89783
2021-04-27 12:30:00,88759
2021-04-27 13:00:00,93237
2021-04-27 13:30:00,88349
2021-04-27 14:00:00,89374
2021-04-27 14:30:00,93208
2021-04-27 15:00:00,92648
2021-04-27 15:30:00,91924
2021-04-27 16:00:00,90558
2021-04-27 16:30:00,89008
2021-04-27 17:00:00,89881
2021-04-27 17:30:00,90656
2021-04-27 18:00:00,92050
2021-04-27 18:30:00,91568
2021-04-27 19:00:00,90697
2021-04-27 19:30:00,89975
2021-04-27 20:00:00,87200
2021-04-27 20:30:00,89763
2021-04-27 21:00:00,91647
2021-04-27 21:30:00,87942
2021-04-27 22:00:00,88070
2021-04-27 22:30:00,89032
2021-04-27 23:00:00,88993
2021-04-27 23:30:00,89805
2021-04-28 00:00:00,89780
2021-04-28 00:30:00,89978
2021-04-28 01:00:00,89813
2021-04-28 01:30:00,89392
2021-04-28 02:00:00,87955
2021-04-28 02:30:00,89162
2021-04-28 03:00:00,92655
2021-04-28 03:30:00,91503
2021-04-28 04:00:00,91306
2021-04-28 04:30:00,94550
2021-04-28 05:00:00,90781
2021-04-28 05:30:00,95754
2021-04-28 06:00:00,94779
2021-04-28 06:30:00,91687
2021-04-28 07:00:00,93133
2021-04-28 07:30:00,94354
2021-04-28 08:00:00,91099
2021-04-28 08:30:00,92811
2021-04-28 09:00:00,90043
2021-04-28 09:30:00,90537
2021-04-28 10:00:00,90417
2021-04-28 10:30:00,92621
2021-04-28 11:00:00,88346
2021-04-28 11:30:00,89496
2021-04-28 12:00:00,86275
2021-04-28 12:30:00,88403
2021-04-28 13:00:00,89763
2021-04-28 13:30:00,88572
2021-04-28 14:00:00,88273
2021-04-28 14:30:00,93190
2021-04-28 15:00:00,89875
2021-04-28 15:30:00,92074
2021-04-28 16:00:00,90564
2021-04-28 16:30:00,91439
2021-04-28 17:00:00,88446
2021-04-28 17:30:00,89837
2021-04-28 18:00:00,88427
2021-04-28 18:30:00,89870
2021-04-28 19:00:00,88435
2021-04-28 19:30:00,84845
2021-04-28 20:00:00,88735
2021-04-28 20:30:00,87501
2021-04-28 21:00:00,89832
2021-04-28 21:30:00,88484
2021-04-28 22:00:00,87000
2021-04-28 22:30:00,86164
2021-04-28 23:00:00,87209
2021-04-28 23:30:00,87146
2021-04-29 00:00:00,88495
2021-04-29 00:30:00,87878
2021-04-29 01:00:00,85778
2021-04-29 01:30:00,88238
2021-04-29 02:00:00,89315
2021-04-29 02:30:00,89341
2021-04-29 03:00:00,90321
2021-04-29 03:30:00,90500
2021-04-29 04:00:00,89597
2021-04-29 04:30:00,90918
2021-04-29 05:00:00,92628
2021-04-29 05:30:00,92997
2021-04-29 06:00:00,92822
2021-04-29 06:30:00,90439
2021-04-29 07:00:00,90884
2021-04-29 07:30:00,93035
2021-04-29 08:00:00,96279
2021-04-29 08:30:00,90764
2021-04-29 09:00:00,90861
2021-04-29 09:30:00,91578
2021-04-29 10:00:00,90338
2021-04-29 10:30:00,91047
2021-04-29 11:00:00,88804
2021-04-29 11:30:00,88516
2021-04-29 12:00:00,86699
2021-04-29 12:30:00,90168
2021-04-29 13:00:00,91008
2021-04-29 13:30:00,89480
2021-04-29 14:00:00,90038
2021-04-29 14:30:00,91640
2021-04-29 15:00:00,91097
2021-04-29 15:30:00,89461
2021-04-29 16:00:00,88047
2021-04-29 16:30:00,83988
2021-04-29 17:00:00,84378
2021-04-29 17:30:00,84001
2021-04-29 18:00:00,82636
2021-04-29 18:30:00,83127
2021-04-29 19:00:00,81630
2021-04-29 19:30:00,79977
2021-04-29 20:00:00,81785
2021-04-29 20:30:00,82811
2021-04-29 21:00:00,82802
2021-04-29 21:30:00,84313
2021-04-29 22:00:00,85434
2021-04-29 22:30:00,85250
2021-04-29 23:00:00,84496
2021-04-29 23:30:00,86298
2021-04-30 00:00:00,87612
2021-04-30 00:30:00,87529
2021-04-30 01:00:00,86698
2021-04-30 01:30:00,87948
2021-04-30 02:00:00,89907
2021-04-30 02:30:00,89928
2021-04-30 03:00:00,89003
2021-04-30 03:30:00,90115
2021-04-30 04:00:00,90338
2021-04-30 04:30:00,89006
2021-04-30 05:00:00,92317
2021-04-30 05:30:00,93864
2021-04-30 06:00:00,92174
2021-04-30 06:30:00,93849
2021-04-30 07:00:00,92423
2021-04-30 07:30:00,93670
2021-04-30 08:00:00,91285
2021-04-30 08:30:00,93576
2021-04-30 09:00:00,92188
2021-04-30 09:30:00,91790
2021-04-30 10:00:00,88774
2021-04-30 10:30:00,88866
2021-04-30 11:00:00,87876
2021-04-30 11:30:00,88468
2021-04-30 12:00:00,85471
2021-04-30 12:30:00,86919
2021-04-30 13:00:00,91241
2021-04-30 13:30:00,92929
2021-04-30 14:00:00,93612
2021-04-30 14:30:00,88058
2021-04-30 15:00:00,83355
2021-04-30 15:30:00,86603
2021-04-30 16:00:00,77205
2021-04-30 16:30:00,82718
2021-04-30 17:00:00,88664
2021-04-30 17:30:00,90210
2021-04-30 18:00:00,90691
2021-04-30 18:30:00,92628
2021-04-30 19:00:00,95508
2021-04-30 19:30:00,92693
2021-04-30 20:00:00,94563
2021-04-30 20:30:00,92854
2021-04-30 21:00:00,91998
2021-04-30 21:30:00,90726
2021-04-30 22:00:00,93364
2021-04-30 22:30:00,90471
2021-04-30 23:00:00,89281
2021-04-30 23:30:00,91183
2021-05-01 00:00:00,90680
2021-05-01 00:30:00,88670
2021-05-01 01:00:00,88789
2021-05-01 01:30:00,89247
2021-05-01 02:00:00,86324
2021-05-01 02:30:00,86379
2021-05-01 03:00:00,88991
2021-05-01 03:30:00,87822
2021-05-01 04:00:00,92127
2021-05-01 04:30:00,92432
2021-05-01 05:00:00,94116
2021-05-01 05:30:00,90249
2021-05-01 06:00:00,91983
2021-05-01 06:30:00,88941
2021-05-01 07:00:00,90999
2021-05-01 07:30:00,90227
2021-05-01 08:00:00,90953
2021-05-01 08:30:00,93496
2021-05-01 09:00:00,91502
2021-05-01 09:30:00,90557
2021-05-01 10:00:00,87850
2021-05-01 10:30:00,93121
2021-05-01 11:00:00,91874
2021-05-01 11:30:00,90294
2021-05-01 12:00:00,92167
2021-05-01 12:30:00,91144
2021-05-01 13:00:00,94285
2021-05-01 13:30:00,92899
2021-05-01 14:00:00,94016
2021-05-01 14:30:00,92689
2021-05-01 15:00:00,94835
2021-05-01 15:30:00,93623
2021-05-01 16:00:00,93791
2021-05-01 16:30:00,92438
2021-05-01 17:00:00,92582
2021-05-01 17:30:00,92866
2021-05-01 18:00:00,96724
2021-05-01 18:30:00,93318
2021-05-01 19:00:00,91634
2021-05-01 19:30:00,95114
2021-05-01 20:00:00,93719
2021-05-01 20:30:00,89856
2021-05-01 21:00:00,94902
2021-05-01 21:30:00,91141
2021-05-01 22:00:00,90469
2021-05-01 22:30:00,91139
2021-05-01 23:00:00,92249
2021-05-01 23:30:00,91513
2021-05-02 00:00:00,90606
2021-05-02 00:30:00,90594
2021-05-02 01:00:00,91179
2021-05-02 01:30:00,91474
2021-05-02 02:00:00,88827
2021-05-02 02:30:00,88938
2021-05-02 03:00:00,90714
2021-05-02 03:30:00,89338
2021-05-02 04:00:00,88565
2021-05-02 04:30:00,88546
2021-05-02 05:00:00,87916
2021-05-02 05:30:00,91623
2021-05-02 06:00:00,90797
2021-05-02 06:30:00,89251
2021-05-02 07:00:00,90552
2021-05-02 07:30:00,90947
2021-05-02 08:00:00,89760
2021-05-02 08:30:00,91194
2021-05-02 09:00:00,91796
2021-05-02 09:30:00,92040
2021-05-02 10:00:00,91055
2021-05-02 10:30:00,89656
2021-05-02 11:00:00,92498
2021-05-02 11:30:00,91112
2021-05-02 12:00:00,89097
2021-05-02 12:30:00,93257
2021-05-02 13:00:00,92869
2021-05-02 13:30:00,94821
2021-05-02 14:00:00,95547
2021-05-02 14:30:00,93141
2021-05-02 15:00:00,93462
2021-05-02 15:30:00,93011
2021-05-02 16:00:00,89708
2021-05-02 16:30:00,94169
2021-05-02 17:00:00,93569
2021-05-02 17:30:00,96061
2021-05-02 18:00:00,92015
2021-05-02 18:30:00,92821
2021-05-02 19:00:00,95869
2021-05-02 19:30:00,92971
2021-05-02 20:00:00,92507
2021-05-02 20:30:00,92634
2021-05-02 21:00:00,93268
2021-05-02 21:30:00,93838
2021-05-02 22:00:00,95956
2021-05-02 22:30:00,95838
2021-05-02 23:00:00,91113
2021-05-02 23:30:00,91554
2021-05-03 00:00:00,90194
2021-05-03 00:30:00,93096
2021-05-03 01:00:00,90188
2021-05-03 01:30:00,92237
2021-05-03 02:00:00,91493
2021-05-03 02:30:00,91229
2021-05-03 03:00:00,92797
2021-05-03 03:30:00,91797
2021-05-03 04:00:00,92412
2021-05-03 04:30:00,93174
2021-05-03 05:00:00,89359
2021-05-03 05:30:00,92427
2021-05-03 06:00:00,89810
2021-05-03 06:30:00,90225
2021-05-03 07:00:00,91407
2021-05-03 07:30:00,91150
2021-05-03 08:00:00,90625
2021-05-03 08:30:00,91862
2021-05-03 09:00:00,95687
2021-05-03 09:30:00,92764
2021-05-03 10:00:00,95275
2021-05-03 10:30:00,90966
2021-05-03 11:00:00,93597
2021-05-03 11:30:00,93895
2021-05-03 12:00:00,93507
2021-05-03 12:30:00,93530
2021-05-03 13:00:00,94953
2021-05-03 13:30:00,94580
2021-05-03 14:00:00,92089
2021-05-03 14:30:00,89901
2021-05-03 15:00:00,87978
2021-05-03 15:30:00,79127
2021-05-03 16:00:00,80212
2021-05-03 16:30:00,75115
2021-05-03 17:00:00,78571
2021-05-03 17:30:00,84084
2021-05-03 18:00:00,86262
2021-05-03 18:30:00,83868
2021-05-03 19:00:00,87198
2021-05-03 19:30:00,88654
2021-05-03 20:00:00,89919
2021-05-03 20:30:00,91200
2021-05-03 21:00:00,90052
2021-05-03 21:30:00,90073
2021-05-03 22:00:00,90861
2021-05-03 22:30:00,90376
2021-05-03 23:00:00,94290
2021-05-03 23:30:00,90842
2021-05-04 00:00:00,92663
2021-05-04 00:30:00,94106
2021-05-04 01:00:00,94789
2021-05-04 01:30:00,92524
2021-05-04 02:00:00,94255
2021-05-04 02:30:00,92502
2021-05-04 03:00:00,93009
2021-05-04 03:30:00,95244
2021-05-04 04:00:00,94349
2021-05-04 04:30:00,91499
2021-05-04 05:00:00,91515
2021-05-04 05:30:00,92944
2021-05-04 06:00:00,93073
2021-05-04 06:30:00,92643
2021-05-04 07:00:00,90709
2021-05-04 07:30:00,92242
2021-05-04 08:00:00,90318
2021-05-04 08:30:00,92203
2021-05-04 09:00:00,90718
2021-05-04 09:30:00,92529
2021-05-04 10:00:00,88887
2021-05-04 10:30:00,90066
2021-05-04 11:00:00,88140
2021-05-04 11:30:00,85178
2021-05-04 12:00:00,84078
2021-05-04 12:30:00,87029
2021-05-04 13:00:00,89317
2021-05-04 13:30:00,89613
2021-05-04 14:00:00,86474
2021-05-04 14:30:00,88256
2021-05-04 15:00:00,86685
2021-05-04 15:30:00,89031
2021-05-04 16:00:00,89955
2021-05-04 16:30:00,86663
2021-05-04 17:00:00,86901
2021-05-04 17:30:00,89701
2021-05-04 18:00:00,88925
2021-05-04 18:30:00,90445
2021-05-04 19:00:00,90206
2021-05-04 19:30:00,87949
2021-05-04 20:00:00,91043
2021-05-04 20:30:00,92656
2021-05-04 21:00:00,91369
2021-05-04 21:30:00,90640
2021-05-04 22:00:00,92063
2021-05-04 22:30:00,92500
2021-05-04 23:00:00,99056
2021-05-04 23:30:00,93833
2021-05-05 00:00:00,92852
2021-05-05 00:30:00,93866
2021-05-05 01:00:00,92877
2021-05-05 01:30:00,93687
2021-05-05 02:00:00,93617
2021-05-05 02:30:00,95478
2021-05-05 03:00:00,96154
2021-05-05 03:30:00,95632
2021-05-05 04:00:00,93073
2021-05-05 04:30:00,93448
2021-05-05 05:00:00,94030
2021-05-05 05:30:00,90052
2021-05-05 06:00:00,91198
2021-05-05 06:30:00,91226
2021-05-05 07:00:00,89769
2021-05-05 07:30:00,94172
2021-05-05 08:00:00,90091
2021-05-05 08:30:00,93086
2021-05-05 09:00:00,91781
2021-05-05 09:30:00,91938
2021-05-05 10:00:00,92679
2021-05-05 10:30:00,91308
2021-05-05 11:00:00,89542
2021-05-05 11:30:00,90178
2021-05-05 12:00:00,90679
2021-05-05 12:30:00,88650
2021-05-05 13:00:00,90946
2021-05-05 13:30:00,88640
2021-05-05 14:00:00,93000
2021-05-05 14:30:00,90491
2021-05-05 15:00:00,89556
2021-05-05 15:30:00,92584
2021-05-05 16:00:00,91327
2021-05-05 16:30:00,89330
2021-05-05 17:00:00,90910
2021-05-05 17:30:00,88102
2021-05-05 18:00:00,88425
2021-05-05 18:30:00,87349
2021-05-05 19:00:00,91167
2021-05-05 19:30:00,89339
2021-05-05 20:00:00,87933
2021-05-05 20:30:00,88524
2021-05-05 21:00:00,86629
2021-05-05 21:30:00,87319
2021-05-05 22:00:00,90330
2021-05-05 22:30:00,89639
2021-05-05 23:00:00,88204
2021-05-05 23:30:00,93512
2021-05-06 00:00:00,88266
2021-05-06 00:30:00,88831
2021-05-06 01:00:00,86480
2021-05-06 01:30:00,88710
2021-05-06 02:00:00,90800
2021-05-06 02:30:00,93155
2021-05-06 03:00:00,92708
2021-05-06 03:30:00,88454
2021-05-06 04:00:00,88986
2021-05-06 04:30:00,87640
2021-05-06 05:00:00,90252
2021-05-06 05:30:00,91761
2021-05-06 06:00:00,94622
2021-05-06 06:30:00,94843
2021-05-06 07:00:00,89406
2021-05-06 07:30:00,90665
2021-05-06 08:00:00,89208
2021-05-06 08:30:00,92995
2021-05-06 09:00:00,92748
2021-05-06 09:30:00,91892
2021-05-06 10:00:00,92627
2021-05-06 10:30:00,92945
2021-05-06 11:00:00,91461
2021-05-06 11:30:00,92840
2021-05-06 12:00:00,94012
2021-05-06 12:30:00,90623
2021-05-06 13:00:00,93308
2021-05-06 13:30:00,89095
2021-05-06 14:00:00,94164
2021-05-06 14:30:00,92025
2021-05-06 15:00:00,91275
2021-05-06 15:30:00,94306
2021-05-06 16:00:00,90063
2021-05-06 16:30:00,91655
2021-05-06 17:00:00,89917
2021-05-06 17:30:00,91942
2021-05-06 18:00:00,90867
2021-05-06 18:30:00,89191
2021-05-06 19:00:00,89336
2021-05-06 19:30:00,90552
2021-05-06 20:00:00,91255
2021-05-06 20:30:00,89902
2021-05-06 21:00:00,94042
2021-05-06 21:30:00,92849
2021-05-06 22:00:00,91822
2021-05-06 22:30:00,91528
2021-05-06 23:00:00,93343
2021-05-06 23:30:00,93483
2021-05-07 00:00:00,92805
2021-05-07 00:30:00,93429
2021-05-07 01:00:00,95004
2021-05-07 01:30:00,94087
2021-05-07 02:00:00,95750
2021-05-07 02:30:00,93791
2021-05-07 03:00:00,94634
2021-05-07 03:30:00,98532
2021-05-07 04:00:00,95166
2021-05-07 04:30:00,99126
2021-05-07 05:00:00,94829
2021-05-07 05:30:00,96119
2021-05-07 06:00:00,95462
2021-05-07 06:30:00,96633
2021-05-07 07:00:00,94224
2021-05-07 07:30:00,95513
2021-05-07 08:00:00,95511
2021-05-07 08:30:00,95388
2021-05-07 09:00:00,95163
2021-05-07 09:30:00,95881
2021-05-07 10:00:00,90792
2021-05-07 12:30:00,24607
2021-05-07 13:00:00,92115
2021-05-07 13:30:00,91624
2021-05-07 14:00:00,89785
2021-05-07 14:30:00,91529
2021-05-07 15:00:00,90673
2021-05-07 15:30:00,87895
2021-05-07 16:00:00,93175
2021-05-07 16:30:00,88959
2021-05-07 17:00:00,90326
2021-05-07 17:30:00,88043
2021-05-07 18:00:00,88087
2021-05-07 18:30:00,88299
2021-05-07 19:00:00,88735
2021-05-07 19:30:00,92000
2021-05-07 20:00:00,88340
2021-05-07 20:30:00,90917
2021-05-07 21:00:00,90001
2021-05-07 21:30:00,89275
2021-05-07 22:00:00,91443
2021-05-07 22:30:00,91578
2021-05-07 23:00:00,89498
2021-05-07 23:30:00,91196
2021-05-08 00:00:00,89967
2021-05-08 00:30:00,90869
2021-05-08 01:00:00,90463
2021-05-08 01:30:00,92257
2021-05-08 02:00:00,92735
2021-05-08 02:30:00,94102
2021-05-08 03:00:00,94054
2021-05-08 03:30:00,92925
2021-05-08 04:00:00,91745
2021-05-08 04:30:00,95242
2021-05-08 05:00:00,93668
2021-05-08 05:30:00,96568
2021-05-08 06:00:00,94806
2021-05-08 06:30:00,94952
2021-05-08 07:00:00,96851
2021-05-08 07:30:00,93296
2021-05-08 08:00:00,95710
2021-05-08 08:30:00,96646
2021-05-08 09:00:00,95516
2021-05-08 09:30:00,98006
2021-05-08 10:00:00,95580
2021-05-08 10:30:00,94887
2021-05-08 11:00:00,96622
2021-05-08 11:30:00,93697
2021-05-08 12:00:00,93034
2021-05-08 12:30:00,91523
2021-05-08 13:00:00,95011
2021-05-08 13:30:00,90623
2021-05-08 14:00:00,90716
2021-05-08 14:30:00,92292
2021-05-08 15:00:00,92510
2021-05-08 15:30:00,92799
2021-05-08 16:00:00,94150
2021-05-08 16:30:00,90036
2021-05-08 17:00:00,91343
2021-05-08 17:30:00,89805
2021-05-08 18:00:00,89202
2021-05-08 18:30:00,94856
2021-05-08 19:00:00,88642
2021-05-08 19:30:00,89459
2021-05-08 20:00:00,88703
2021-05-08 20:30:00,91174
2021-05-08 21:00:00,86887
2021-05-08 21:30:00,88878
2021-05-08 22:00:00,87856
2021-05-08 22:30:00,87742
2021-05-08 23:00:00,91661
2021-05-08 23:30:00,87143
2021-05-09 00:00:00,91134
2021-05-09 00:30:00,88406
2021-05-09 01:00:00,89430
2021-05-09 01:30:00,89818
2021-05-09 02:00:00,90015
2021-05-09 02:30:00,90967
2021-05-09 03:00:00,94077
2021-05-09 03:30:00,89405
2021-05-09 04:00:00,89423
2021-05-09 04:30:00,89190
2021-05-09 05:00:00,89906
2021-05-09 05:30:00,89771
2021-05-09 06:00:00,89493
2021-05-09 06:30:00,93254
2021-05-09 07:00:00,91900
2021-05-09 07:30:00,90391
2021-05-09 08:00:00,90702
2021-05-09 08:30:00,87283
2021-05-09 09:00:00,90094
2021-05-09 09:30:00,90421
2021-05-09 10:00:00,93385
2021-05-09 10:30:00,89420
2021-05-09 11:00:00,88426
2021-05-09 11:30:00,91951
2021-05-09 12:00:00,93189
2021-05-09 12:30:00,91931
2021-05-09 13:00:00,93226
2021-05-09 13:30:00,90248
2021-05-09 14:00:00,92134
2021-05-09 14:30:00,94151
2021-05-09 15:00:00,93399
2021-05-09 15:30:00,95409
2021-05-09 16:00:00,92467
2021-05-09 16:30:00,97218
2021-05-09 17:00:00,96292
2021-05-09 17:30:00,95357
2021-05-09 18:00:00,93504
2021-05-09 18:30:00,93659
2021-05-09 19:00:00,93110
2021-05-09 19:30:00,92217
2021-05-09 20:00:00,91046
2021-05-09 20:30:00,91161
2021-05-09 21:00:00,90899
2021-05-09 21:30:00,89349
2021-05-09 22:00:00,89962
2021-05-09 22:30:00,91527
2021-05-09 23:00:00,92243
2021-05-09 23:30:00,90706
2021-05-10 00:00:00,90034
2021-05-10 00:30:00,91787
2021-05-10 01:00:00,93016
2021-05-10 01:30:00,87620
2021-05-10 02:00:00,90481
2021-05-10 02:30:00,88123
2021-05-10 03:00:00,89888
2021-05-10 03:30:00,90881
2021-05-10 04:00:00,87094
2021-05-10 04:30:00,91161
2021-05-10 05:00:00,87525
2021-05-10 05:30:00,87391
2021-05-10 06:00:00,90457
2021-05-10 06:30:00,88658
2021-05-10 07:00:00,89392
2021-05-10 07:30:00,88165
2021-05-10 08:00:00,90759
2021-05-10 08:30:00,89020
2021-05-10 09:00:00,86626
2021-05-10 09:30:00,89324
2021-05-10 10:00:00,89989
2021-05-10 10:30:00,89364
2021-05-10 11:00:00,90532
2021-05-10 11:30:00,93120
2021-05-10 12:00:00,93986
2021-05-10 12:30:00,94080
2021-05-10 13:00:00,92820
2021-05-10 13:30:00,95586
2021-05-10 14:00:00,95009
2021-05-10 14:30:00,93259
2021-05-10 15:00:00,94180
2021-05-10 15:30:00,91873
2021-05-10 16:00:00,95091
2021-05-10 16:30:00,90052
2021-05-10 17:00:00,91011
2021-05-10 17:30:00,95775
2021-05-10 18:00:00,92519
